1.226	226.526	①
2.069	227.752	音声デイジー
1.026	229.821	②
2.072	230.847	テキストデイジー
1.215	232.919	③
2.346	234.134	マルチメディアデイジー
3.108	236.480	の3つがあります。
1.226	239.588	①
1.569	240.814	音声デイジー：
4.034	242.383	音声情報のみのデイジー図書。
1.026	246.417	②
1.571	247.443	テキストデイジー：
4.365	249.014	本文の文字情報のみのデイジー図書。
1.215	253.379	③
1.846	254.594	マルチメディアデイジー：
1.596	256.440	音声情報，
1.976	258.036	本文の文字情報，
1.84	260.012	画像情報と，
5.492	261.852	図書の持つ全ての情報を備えたデイジー図書。
4.487	267.344	テキストデイジーとマルチメディアデイジーのもつ文字情報は，
3.547	271.831	画面上で文字を拡大表示したり，
4.258	275.378	自分の見やすい色に変えることができます。
6.065	279.636	専用の機械を用いて点字表示することも可能です。
2.57	285.701	またマルチメディアデイジーは，
5.124	288.271	今読み上げている文字の色を変えて表示することができ，
1.467	293.395	ディスレクシア
2.495	294.862	（読み書きに困難を抱える）
6.477	297.357	等の障害を持つ人の学習用としても注目を浴びています。
1.732	303.834	視覚障害者は，
5.898	305.566	聴覚を通じて音声デイジーを利用することができます。
1.096	311.464	一方，
2.575	312.560	テキストデイジーを利用するときは，
1.909	315.135	その文字情報を，
6.889	317.044	専用の機械を用いて音声化ないし点字化することが必要です。
1.964	323.933	マルチメディアデイジーは，
2.899	325.897	文字情報を点字化できる点と，
4.389	328.796	聴覚を通じて音声情報を獲得できる点で，
4.038	333.185	視覚障害者も利用可能です。
2.116	337.223	デイジー図書を聞くには，
1.347	339.339	再生機，
1.285	340.686	iPad，
1.952	341.971	パソコン用のソフト，
3.501	343.923	アプリ等を使用します。
2.267	347.424	音声デイジーを作るには，
4.215	349.691	以下の2つの作業が必要です。
1.373	353.906	(1)
2.096	355.279	音声を録音する
1.164	357.375	（もしくは，
2.712	358.539	合成音声化する）
1.123	361.251	(2)
1.396	362.374	編集する
5.719	363.770	（章や項の設定・章毎のタイトル記入・ページの付加等）
1.507	369.489	製作には，
3.436	370.996	専用のソフトが必要です。
3.27	374.432	今やまびこで使っているのは，
2.304	377.702	PLEXTALK&ensp;Recording&ensp;software
1.636	380.006	(PRS)&ensp;Pro:
3.225	381.642	音声デイジー製作ソフト。
3.659	384.867	録音音声に対応。
1.717	388.526	ChattyInfty:
5.988	390.243	テキストデイジー・音声デイジー・マルチメディアデイジーが作れるソフト。
2.384	396.231	合成音声に対応
1.618	398.615	（新バージョンは，
3.281	400.233	録音音声にも対応）。
1.488	403.514	読みの速度，
0.701	405.002	間，
1.398	405.703	アクセントを，
3.29	407.101	編集により調整できる。
5.365	410.391	数式や化学式の文字化や読み上げが可能。
2.668	415.756	いかがでしたでしょうか？
1.839	418.424	デイジーについて，
1.575	420.263	「もう知ってるわ」
1.316	421.838	の貴女も，
1.911	423.154	「へ～知らなかった」
1.316	425.065	のアナタも，
1.45	426.381	これを読んだら，
6.002	427.831	早速デイジー図書を自分で作ってみたくなったのでは・・・？SILENT<（カット6）>SILENT
2.833	433.833	新入会員の一言
8.124	436.666	高校生のときから視覚障害がある方に朗読奉仕をしたいとずっと思っていました。
2.994	444.790	いままで学ぶ機会がなかったのですが、
5.673	447.784	今回ようやく音訳講習を受講することができました。
2.959	453.457	うれしかったです。
2.79	456.416	やまびこ会の皆様の活動が、
6.652	459.206	音訳講習を経験してみて大変素晴らしいことだと実感しました。
0.945	465.858	また、
5.295	466.803	自分にはとても難しいことだと痛感しました。
2.206	472.098	解らないことだらけなので、
3.23	474.304	これからもいろいろと教えていただきながら、
3.934	477.534	頑張っていきたいと思います。
2.096	481.468	定例会の出席は、
2.13	483.564	まだ仕事をしているので、
3.062	485.694	数回になってしまうかもしれませんが、
3.94	488.756	どうぞよろしくお願いいたします。
2.161	492.696	村上清子
1.749	494.857	Let's&ensp;try!!
3.061	496.606	うららかな季節になりました。
4.535	499.667	お弁当もってSILENT<，>SILENTお出かけしたいですね？！。
1.312	504.202	今月は，
2.187	505.514	円谷さんに頂いた
5.788	507.701	『NHK間違いやすい日本語ハンドブック』からの問題です。
2.633	513.489	お花見バージョンでどうぞ！
3.013	516.122	問題の読み上げは省略SILENT<（カット7）>SILENT
2.236	519.135	3月の答え
1.529	521.371	質SILENT<&ensp;(ただ)&ensp;>SILENTす
1.509	522.900	嵌SILENT<&ensp;(はま)&ensp;>SILENTる
1.078	524.409	SILENT<※>SILENT補足：
1.006	525.487	嵌SILENT<&ensp;(は)&ensp;>SILENTめる・・・
4.386	526.493	送り仮名の違いに嵌められないよう注意！SILENT<（カット8）>SILENT
1.577	530.879	阿SILENT<&ensp;(おもね)&ensp;>SILENTる
1.589	532.456	諂SILENT<&ensp;(へつら)&ensp;>SILENTう
1.666	534.045	調SILENT<&ensp;(ととの)&ensp;>SILENTえる
2.224	535.711	填SILENT<&ensp;(うず・は)&ensp;>SILENTまる
1.594	537.935	囃SILENT<&ensp;(はや)&ensp;>SILENTす
1.569	539.529	悄気SILENT<&ensp;(しょげ)&ensp;>SILENTる
1.503	541.098	逸SILENT<&ensp;(そ)&ensp;>SILENTれる
1.5	542.601	逸SILENT<&ensp;(はや)&ensp;>SILENTる
7.597	544.101	定例会：第2・第4金曜日10時～12時／中央図書館3階
4.757	551.698	連絡先：やまびこ代表&ensp;円谷千恵子SILENT<&ensp;(ツムラヤ・チエコ)&ensp;>SILENT
5.95	556.455	電話番号：03（3907）2909
2.525	562.405	このサイトについてはこちらへ
1.582	564.930	（リンク）
6.51	566.512	以上でやまびこ通信2018年4月号を終わります。
1.151	573.022	&nbsp;
